ID,Country,Education,First Contact,Last Contact,Status,Stage,First Call,Signed up for a demo,Filled in customer survey,Did sign up to the platform,Account Manager assigned,Subscribed
6414,USA,B10,2021-01-21,2021-01-21,1st message,,,,,,,
6415,USA,B10,2021-01-21,2021-01-21,1st message,,,,,,,
6416,USA,B10,2021-01-21,2021-01-21,1st message,,,,,,,
6417,USA,B10,2021-01-21,2021-01-21,1st message,,,,,,,
6418,USA,B10,2021-01-21,2021-01-21,1st message,,,,,,,
6419,USA,B10,2021-01-21,2021-01-21,1st message,,,,,,,
6420,USA,B10,2021-01-21,2021-01-21,1st message,,,,,,,
6421,USA,B10,2021-01-21,2021-01-21,1st message,,,,,,,
6422,USA,B10,2021-01-21,2021-01-21,1st message,,,,,,,
6423,USA,B10,2021-01-21,2021-01-21,1st message,,,,,,,
6424,USA,B10,2021-01-21,2021-01-21,1st message,,,,,,,
6425,USA,B10,2021-01-21,2021-01-21,1st message,,,,,,,
6426,USA,B10,2021-01-21,2021-01-21,1st message,,,,,,,
6427,USA,B10,2021-01-21,2021-01-21,1st message,,,,,,,
6428,USA,B10,2021-01-21,2021-01-21,1st message,,,,,,,
6429,USA,B10,2021-01-21,2021-02-20,3rd message,,,,,,,
6430,USA,B10,2021-01-21,2021-01-21,2nd message,not interested,2021-01-29,,,No,,
6431,USA,B10,2021-01-21,2021-01-21,1st message,,,,,,,
6457,USA,B10,2021-01-20,2021-01-20,1st message,,,,,,,
6458,USA,B10,2021-01-20,2021-01-20,1st message,,,,,,,
6459,USA,B10,2021-01-20,2021-01-20,1st message,,,,,,,
6460,USA,B10,2021-01-20,2021-01-20,1st message,,,,,,,
6461,USA,B10,2021-01-20,2021-01-20,1st message,,,,,,,
6462,USA,B10,2021-01-20,2021-01-20,1st message,,,,,,,
6463,USA,B10,2021-01-20,2021-01-20,1st message,,,,,,,
6464,USA,B10,2021-01-20,2021-01-20,1st message,,,,,,,
6465,USA,B10,2021-01-20,2021-01-20,1st message,,,,,,,
6466,USA,B10,2021-01-20,2021-01-20,1st message,,,,,,,
6467,USA,B10,2021-01-20,2021-01-20,1st message,,,,,,,
6468,USA,B10,2021-01-20,2021-01-20,1st message,,,,,,,
6469,USA,B10,2021-01-20,2021-01-20,1st message,,,,,,,
6470,USA,B10,2021-01-20,2021-01-20,1st message,,,,,,,
6471,USA,B10,2021-01-20,2021-01-20,1st message,,,,,,,
6472,USA,B10,2021-01-20,2021-01-20,1st message,,,,,,,
6473,USA,B10,2021-01-20,2021-01-20,1st message,,,,,,,
6474,USA,B10,2021-01-20,2021-01-20,1st message,,,,,,,
6475,USA,B10,2021-01-20,2021-01-20,1st message,,,,,,,
6476,USA,B10,2021-01-20,2021-01-20,1st message,,,,,,,
6477,USA,B10,2021-01-20,2021-01-20,1st message,,,,,,,
6478,USA,B10,2021-01-20,2021-01-20,1st message,,,,,,,
6479,USA,B10,2021-01-20,2021-01-20,1st message,,,,,,,
6480,USA,B10,2021-01-20,2021-01-20,1st message,,,,,,,
6481,USA,B10,2021-01-20,2021-01-20,1st message,,,,,,,
6482,USA,B10,2021-01-20,2021-01-20,1st message,not interested,,,,,,
6483,USA,B10,2021-01-20,2021-01-20,1st message,,,,,,,
6484,USA,B10,2021-01-20,2021-01-20,1st message,,,,,,,
6485,USA,B10,2021-01-20,2021-01-20,1st message,,,,,,,
6486,USA,B10,2021-01-20,2021-01-20,1st message,,,,,,,
6487,USA,B10,2021-01-20,2021-01-20,1st message,,,,,,,
6488,USA,B10,2021-01-20,2021-01-20,1st message,,,,,,,
6489,USA,B10,2021-01-20,2021-01-20,1st message,,,,,,,
6490,USA,B10,2021-01-20,2021-01-20,1st message,,,,,,,
6491,USA,B10,2021-01-20,2021-01-20,1st message,,,,,,,
6492,USA,B10,2021-01-20,2021-01-20,1st message,,,,,,,
6493,USA,B10,2021-01-20,2021-01-20,2nd message,not interested,,,,,,
6494,USA,B10,2021-01-20,2021-02-20,3rd message,not interested,,,,,,
6495,USA,B10,2021-01-20,2021-01-20,2nd message,not interested,,,,,,
6496,USA,B10,2021-01-20,2021-01-20,2nd message,not interested,,,,,,
6497,USA,B10,2021-01-20,2021-02-20,3rd message,,,,,,,
6498,USA,B10,2021-01-20,2021-01-20,2nd message,interested,2021-01-25,,,2021-01-25,,
6499,USA,B10,2021-01-20,2021-02-20,3rd message,,,,,,,
6500,USA,B10,2021-01-20,2021-02-20,3rd message,,,,,,,
6501,USA,B10,2021-01-20,2021-02-20,3rd message,,,,,,,
6502,USA,B10,2021-01-20,2021-09-09,1st message,,,,,,,
6503,USA,B10,2021-01-20,2021-09-09,1st message,,,,,,,
6504,USA,B10,2021-01-20,2021-01-20,1st message,,,,,,,
6507,Canada,,2021-01-19,2021-01-19,1st message,,,,,,,
6518,Canada,,2021-01-19,2021-01-19,1st message,,,,,,,
6535,USA,B10,2021-01-19,2021-01-19,1st message,,,,,,,
6536,USA,B10,2021-01-19,2021-01-19,1st message,,,,,,,
6537,France,B15,2021-01-19,2021-01-19,1st message,not interested,,,,,,
6538,France,B15,2021-01-19,2021-01-19,1st message,,,,,,,
6539,USA,,2021-01-19,2021-01-19,1st message,,,,,,,
6540,UK,B17,2021-01-18,2021-01-18,1st message,,,,,,,
6541,France,B17,2021-01-18,2021-01-18,1st message,,,,,,,
6542,Germany,B17,2021-01-18,2021-01-18,1st message,,,,,,,
6543,,B17,2021-01-18,2021-01-18,1st message,,,,,,,
6544,UK,B17,2021-01-18,2021-01-18,1st message,,,,,,,
6545,France,B17,2021-01-18,2021-01-18,1st message,,,,,,,
6546,Germany,B17,2021-01-18,2021-01-18,1st message,,,,,,,
6547,Brazil,B17,2021-01-18,2021-01-18,1st message,,,,,,,
6548,Brazil,B17,2021-01-18,2021-01-18,1st message,,,,,,,
6549,Germany,B17,2021-01-18,2021-01-18,1st message,,,,,,,
6550,France,B17,2021-01-18,2021-01-18,1st message,,,,,,,
6551,China,B17,2021-01-18,2021-01-18,1st message,,,,,,,
6552,France,B17,2021-01-18,2021-01-18,1st message,,,,,,,
6553,France,B17,2021-01-18,2021-01-18,1st message,,,,,,,
6554,France,B17,2021-01-18,2021-01-18,1st message,,,,,,,
6555,France,B17,2021-01-18,2021-01-18,1st message,,,,,,,
6556,France,B17,2021-01-18,2021-01-18,1st message,,,,,,,
6557,France,B17,2021-01-18,2021-01-18,1st message,,,,,,,
6558,Portugal,B17,2021-01-18,2021-01-18,1st message,,,,,,,
6559,France,B17,2021-01-18,2021-01-18,1st message,,,,,,,
6560,Japan,B17,2021-01-18,2021-01-18,1st message,,,,,,,
6561,France,B17,2021-01-18,2021-01-18,1st message,,,,,,,
6562,Germany,B17,2021-01-18,2021-01-18,1st message,,,,,,,
6563,France,B17,2021-01-18,2021-01-18,1st message,,,,,,,
6564,Portugal,B17,2021-01-18,2021-01-18,1st message,,,,,,,
6565,France,B17,2021-01-18,2021-01-18,1st message,,,,,,,
6566,France,B17,2021-01-18,2021-01-18,1st message,,,,,,,
6567,France,B17,2021-01-18,2021-01-18,1st message,,,,,,,
6568,France,B17,2021-01-18,2021-01-18,1st message,,,,,,,
6569,France,B17,2021-01-18,2021-08-18,1st message,,,,,,,
6570,France,B17,2021-01-18,2021-08-18,1st message,,,,,,,
6571,France,B17,2021-01-18,2021-01-18,1st message,,,,,,,
6572,Canada,B17,2021-01-18,2021-01-18,2nd message,not interested,,,,,,
6573,France,B17,2021-01-18,2021-02-20,3rd message,,,,,,,
6574,Canada,B17,2021-01-18,2021-08-18,3rd message,,,,,,,
6575,France,B17,2021-01-18,2021-02-20,3rd message,interested,2021-03-12,,,2021-03-12,2021-03-31,
6576,USA,B21,2021-01-18,2021-01-18,1st message,,,,,,,
6577,USA,B21,2021-01-18,2021-01-18,1st message,,,,,,,
6578,USA,B21,2021-01-18,2021-01-18,1st message,,,,,,,
6579,USA,B21,2021-01-18,2021-01-18,1st message,,,,,,,
6580,USA,B21,2021-01-18,2021-01-18,1st message,,,,,,,
6581,USA,B21,2021-01-18,2021-01-18,1st message,,,,,,,
6582,USA,B21,2021-01-18,2021-01-18,1st message,,,,,,,
6583,USA,B21,2021-01-18,2021-01-18,1st message,,,,,,,
6584,USA,B21,2021-01-18,2021-01-18,1st message,,,,,,,
6585,USA,B21,2021-01-18,2021-01-18,1st message,,,,,,,
6586,USA,B21,2021-01-18,2021-01-18,1st message,,,,,,,
6587,Brazil,B21,2021-01-18,2021-01-18,1st message,,,,,,,
6588,Netherlands,B21,2021-01-18,2021-01-18,1st message,,,,,,,
6589,USA,B21,2021-01-18,2021-01-18,1st message,,,,,,,
6590,USA,B21,2021-01-18,2021-01-18,1st message,,,,,,,
6591,USA,B21,2021-01-18,2021-01-18,1st message,,,,,,,
6592,USA,B21,2021-01-18,2021-01-18,1st message,,,,,,,
6593,USA,B21,2021-01-18,2021-01-18,1st message,,,,,,,
6594,USA,B21,2021-01-18,2021-01-18,1st message,,,,,,,
6595,Germany,B21,2021-01-18,2021-01-18,1st message,,,,,,,
6596,USA,B21,2021-01-18,2021-01-18,1st message,,,,,,,
6597,USA,B21,2021-01-18,2021-01-18,1st message,,,,,,,
6598,USA,B21,2021-01-18,2021-01-18,2nd message,not interested,,,,,,
6599,Canada,B27,2021-01-16,2021-08-20,3rd message,,,,,,,
6600,USA,B27,2021-01-16,2021-08-20,1st message,,,,,,,
6601,USA,B27,2021-01-16,2021-08-20,1st message,,,,,,,
6602,USA,B27,2021-01-16,2021-08-20,1st message,,,,,,,
6603,USA,B27,2021-01-16,2021-08-20,1st message,,,,,,,
6604,USA,B27,2021-01-16,2021-11-05,1st message,,,,,,,
6605,USA,B27,2021-01-16,2021-11-05,1st message,,,,,,,
6606,USA,B27,2021-01-16,2021-08-20,1st message,,,,,,,
6607,USA,B27,2021-01-16,2021-08-20,1st message,,,,,,,
6608,UK,B27,2021-01-16,2021-08-20,1st message,,,,,,,
6609,USA,B27,2021-01-16,2021-08-20,1st message,,,,,,,
6610,USA,B27,2021-01-16,2021-08-20,3rd message,,,,,,,
6611,USA,B27,2021-01-16,2021-01-20,1st message,,,,,,,
6612,USA,B27,2021-01-16,2021-08-20,1st message,,,,,,,
6613,USA,B27,2021-01-16,2021-08-20,1st message,,,,,,,
6614,USA,B27,2021-01-16,2021-08-20,3rd message,,,,,2021-08-25,,
6615,USA,B27,2021-01-16,2021-08-20,1st message,,,,,,,
6616,USA,B27,2021-01-16,2021-08-20,1st message,,,,,,,
6617,USA,B27,2021-01-16,2021-08-20,1st message,,,,,,,
6618,USA,B27,2021-01-16,2021-11-04,1st message,,,,,,,
6619,USA,B27,2021-01-16,2021-08-20,3rd message,,,,,,,
6620,USA,B27,2021-01-16,2021-11-04,1st message,,,,,,,
6621,USA,B27,2021-01-16,2021-11-04,1st message,not interested,,,,,,
6622,USA,B27,2021-01-16,2021-11-04,1st message,,,,,,,
6623,USA,B27,2021-01-16,2021-11-04,1st message,,,,,,,
6624,USA,B27,2021-01-16,2021-08-20,1st message,,,,,,,
6625,USA,B27,2021-01-16,2021-08-20,1st message,,,,,,,
6626,USA,B27,2021-01-16,2021-11-04,1st message,,,,,,,
6627,USA,B27,2021-01-16,2021-11-04,1st message,,,,,,,
6628,USA,B27,2021-01-16,2021-08-20,3rd message,,,,,,,
6629,USA,B27,2021-01-16,2021-08-20,3rd message,,,,,,,
6630,USA,B27,2021-01-16,2021-11-05,1st message,not interested,,,,,,
6631,USA,B27,2021-01-16,2021-11-05,1st message,,,,,,,
6632,USA,B27,2021-01-16,2021-08-20,1st message,,,,,,,
6633,Canada,B27,2021-01-16,2021-08-20,1st message,,,,,,,
6634,USA,B27,2021-01-16,2021-08-20,1st message,,,,,,,
6635,USA,B27,2021-01-16,2021-01-16,2nd message,not interested,,,,,,
6636,USA,B27,2021-01-16,2021-01-16,2nd message,not interested,,,,,,
6637,USA,B27,2021-01-16,2021-01-16,2nd message,not interested,,,,,,
6638,USA,B27,2021-01-16,2021-02-20,3rd message,did not join the call,2021-08-09,,,No,,
6639,USA,B27,2021-01-16,2021-08-20,2nd message,did not join the call,2021-01-22,,,No,,
6640,USA,B27,2021-01-16,2021-02-20,3rd message,,,,,,,
6641,Spain,B27,2021-01-16,2021-08-16,2nd message,interested,2021-01-19,,,2021-01-19,,
6642,USA,B27,2021-01-16,2021-08-20,3rd message,,,,,,,
6643,USA,B27,2021-01-16,2021-11-04,2nd message,not interested,,,,,,
6644,USA,B27,2021-01-16,2021-08-20,3rd message,,,,,,,
6645,USA,B27,2021-01-16,2021-11-05,2nd message,,,,,,,
6646,USA,B27,2021-01-16,2021-11-05,3rd message,,,,,,,
6647,USA,B27,2021-01-16,2021-11-05,2nd message,interested,2021-01-25,,,No,,
6648,USA,B27,2021-01-16,2021-08-20,1st message,,,,,,,
6649,USA,B27,2021-01-16,2021-08-20,3rd message,,,,,,,
6650,USA,B27,2021-01-16,2021-11-05,3rd message,,,,,,,
6651,USA,B27,2021-01-16,2021-08-20,3rd message,,,,,,,
6652,Colombia,B27,2021-01-16,2021-11-05,2nd message,subscribed already,2021-01-18,,,2021-01-18,2021-02-01,2021-02-04
6653,USA,B27,2021-01-16,2021-08-20,1st message,,,,,,,
6654,USA,B27,2021-01-16,2021-11-05,1st message,,,,,,,
6655,USA,B27,2021-01-16,2021-08-16,1st message,,,,,,,
6656,USA,B27,2021-01-16,2021-11-05,1st message,,,,,,,
6657,USA,B19,2021-01-14,2021-01-14,1st message,,,,,,,
6658,USA,B19,2021-01-14,2021-01-14,1st message,,,,,,,
6659,USA,B19,2021-01-14,2021-01-14,1st message,,,,,,,
6660,Singapore,B19,2021-01-14,2021-01-14,1st message,,,,,,,
6661,USA,B19,2021-01-14,2021-01-14,1st message,,,,,,,
6662,Singapore,B19,2021-01-14,2021-01-14,1st message,interested,2021-03-06,,,No,,
6663,USA,B19,2021-01-14,2021-01-14,1st message,,,,,,,
6664,USA,B19,2021-01-14,2021-01-14,1st message,,,,,,,
6665,USA,B19,2021-01-14,2021-01-14,1st message,,,,,,,
6666,USA,B19,2021-01-14,2021-01-14,1st message,,,,,,,
6667,USA,B19,2021-01-14,2021-01-14,1st message,,,,,,,
6668,USA,B19,2021-01-14,2021-01-14,1st message,,,,,,,
6669,USA,B19,2021-01-14,2021-01-14,1st message,,,,,,,
6670,USA,B19,2021-01-14,2021-01-14,1st message,,,,,,,
6671,USA,B19,2021-01-14,2021-01-14,1st message,,,,,,,
6672,USA,B19,2021-01-14,2021-01-14,1st message,,,,,,,
6673,USA,B19,2021-01-14,2021-01-14,1st message,,,,,,,
6674,USA,B19,2021-01-14,2021-01-14,1st message,,,,,,,
6675,USA,B19,2021-01-14,2021-01-14,1st message,,,,,,,
6676,USA,B19,2021-01-14,2021-01-14,1st message,,,,,,,
6677,Singapore,B19,2021-01-14,2021-01-14,1st message,,,,,,,
6678,USA,B19,2021-01-14,2021-01-14,1st message,,,,,,,
6679,USA,B19,2021-01-14,2021-01-14,1st message,,,,,,,
6680,USA,B19,2021-01-14,2021-01-14,1st message,,,,,,,
6681,USA,B19,2021-01-14,2021-01-14,1st message,,,,,,,
6682,USA,B19,2021-01-14,2021-01-14,1st message,,,,,,,
6683,USA,B19,2021-01-14,2021-01-14,1st message,,,,,,,
6684,USA,B19,2021-01-14,2021-01-14,1st message,,,,,,,
6685,USA,B19,2021-01-14,2021-01-14,1st message,,,,,,,
6686,USA,B19,2021-01-14,2021-01-14,1st message,,,,,,,
6687,USA,B19,2021-01-14,2021-01-14,1st message,,,,,,,
6688,USA,B19,2021-01-14,2021-01-14,1st message,,,,,,,
6689,USA,B19,2021-01-14,2021-01-14,1st message,,,,,,,
6690,USA,B19,2021-01-14,2021-01-14,1st message,,,,,,,
6691,USA,B19,2021-01-14,2021-01-14,1st message,,,,,,,
6692,USA,B19,2021-01-14,2021-01-14,1st message,,,,,,,
6693,USA,B19,2021-01-14,2021-01-14,1st message,,,,,,,
6694,USA,B19,2021-01-14,2021-01-14,1st message,,,,,,,
6695,USA,B19,2021-01-14,2021-01-14,1st message,,,,,,,
6697,USA,B19,2021-01-14,2021-01-14,1st message,,,,,,,
6698,USA,B3,2021-01-14,2021-01-14,1st message,,,,,,,
6699,USA,B19,2021-01-14,2021-02-20,3rd message,,,,,,,
6700,Singapore,B19,2021-01-14,2021-02-20,3rd message,,,,,,,
6701,Singapore,B19,2021-01-14,2021-01-14,2nd message,interested,2021-01-15,,,No,,
6702,USA,B19,2021-01-14,2021-02-20,3rd message,,,,,,,
6703,USA,B19,2021-01-14,2021-02-20,3rd message,interested,2021-04-03,,,2021-04-03,,
6704,USA,B19,2021-01-14,2021-02-20,3rd message,,,,,,,
6706,Canada,B1,2021-01-13,2021-01-13,1st message,,,,,,,
6707,USA,B1,2021-01-13,2021-01-13,1st message,,,,,,,
6708,Canada,B1,2021-01-13,2021-01-13,1st message,,,,,,,
6709,Canada,B1,2021-01-13,2021-01-13,1st message,,,,,,,
6710,Canada,B1,2021-01-13,2021-01-13,1st message,,,,,,,
6711,USA,B30,2021-01-13,2021-01-13,1st message,,,,,,,
